#muB/T	T[MeV]	p/T^4	error	nB/T^3	error	s/T^4	error	e/T^4	error	nS/T^3	error	chiS2	error
2.0	150	8.640e-01	8.385e-02	2.869e-01	9.154e-03	6.565e+00	5.771e-01	6.275e+00	5.800e-01	-1.619e-01	6.927e-03	3.420e-01	1.310e-02
2.0	151	8.883e-01	7.794e-02	2.953e-01	9.046e-03	6.681e+00	4.960e-01	6.384e+00	4.990e-01	-1.689e-01	7.135e-03	3.547e-01	1.456e-02
2.0	152	9.129e-01	7.039e-02	3.034e-01	8.993e-03	6.792e+00	4.155e-01	6.486e+00	4.213e-01	-1.760e-01	7.656e-03	3.674e-01	1.476e-02
2.0	153	9.379e-01	6.871e-02	3.112e-01	8.873e-03	6.898e+00	4.049e-01	6.582e+00	4.143e-01	-1.830e-01	8.366e-03	3.801e-01	1.653e-02
2.0	154	9.630e-01	7.381e-02	3.187e-01	8.671e-03	7.000e+00	4.582e-01	6.675e+00	4.684e-01	-1.902e-01	8.852e-03	3.927e-01	1.980e-02
2.0	155	9.882e-01	7.848e-02	3.260e-01	8.471e-03	7.101e+00	4.955e-01	6.765e+00	5.038e-01	-1.974e-01	8.789e-03	4.051e-01	2.130e-02
2.0	156	1.013e+00	7.658e-02	3.330e-01	8.327e-03	7.202e+00	4.624e-01	6.855e+00	4.675e-01	-2.045e-01	8.427e-03	4.173e-01	1.982e-02
2.0	157	1.039e+00	7.139e-02	3.399e-01	8.235e-03	7.303e+00	3.913e-01	6.944e+00	3.955e-01	-2.116e-01	8.222e-03	4.295e-01	1.784e-02
2.0	158	1.064e+00	6.891e-02	3.465e-01	8.167e-03	7.405e+00	3.504e-01	7.034e+00	3.602e-01	-2.186e-01	8.270e-03	4.417e-01	1.714e-02
2.0	159	1.089e+00	7.094e-02	3.530e-01	8.125e-03	7.509e+00	3.734e-01	7.126e+00	3.930e-01	-2.253e-01	8.233e-03	4.542e-01	1.666e-02
2.0	160	1.113e+00	7.323e-02	3.593e-01	8.110e-03	7.615e+00	4.087e-01	7.220e+00	4.359e-01	-2.317e-01	7.808e-03	4.669e-01	1.576e-02
2.0	161	1.138e+00	7.153e-02	3.654e-01	8.061e-03	7.724e+00	3.991e-01	7.316e+00	4.288e-01	-2.378e-01	7.351e-03	4.795e-01	1.604e-02
2.0	162	1.162e+00	6.879e-02	3.714e-01	7.879e-03	7.835e+00	3.593e-01	7.416e+00	3.842e-01	-2.437e-01	7.353e-03	4.919e-01	1.740e-02
2.0	163	1.187e+00	6.895e-02	3.771e-01	7.557e-03	7.951e+00	3.338e-01	7.518e+00	3.447e-01	-2.496e-01	7.823e-03	5.039e-01	1.778e-02
2.0	164	1.211e+00	7.124e-02	3.828e-01	7.217e-03	8.071e+00	3.447e-01	7.625e+00	3.383e-01	-2.555e-01	8.272e-03	5.153e-01	1.728e-02
2.0	165	1.235e+00	7.052e-02	3.883e-01	6.964e-03	8.196e+00	3.637e-01	7.737e+00	3.469e-01	-2.614e-01	8.284e-03	5.262e-01	1.772e-02
2.0	166	1.260e+00	6.315e-02	3.936e-01	6.823e-03	8.327e+00	3.536e-01	7.854e+00	3.358e-01	-2.674e-01	8.099e-03	5.367e-01	1.869e-02
2.0	167	1.285e+00	5.481e-02	3.988e-01	6.754e-03	8.461e+00	3.273e-01	7.974e+00	3.158e-01	-2.735e-01	8.097e-03	5.469e-01	1.828e-02
2.0	168	1.310e+00	5.396e-02	4.038e-01	6.724e-03	8.599e+00	3.147e-01	8.097e+00	3.141e-01	-2.796e-01	8.298e-03	5.568e-01	1.714e-02
2.0	169	1.335e+00	6.067e-02	4.087e-01	6.737e-03	8.736e+00	3.248e-01	8.219e+00	3.335e-01	-2.857e-01	8.375e-03	5.662e-01	1.765e-02
2.0	170	1.360e+00	6.633e-02	4.135e-01	6.761e-03	8.872e+00	3.342e-01	8.340e+00	3.474e-01	-2.919e-01	8.151e-03	5.753e-01	1.893e-02
2.0	171	1.385e+00	6.510e-02	4.182e-01	6.694e-03	9.006e+00	3.197e-01	8.458e+00	3.322e-01	-2.982e-01	8.051e-03	5.841e-01	1.801e-02
2.0	172	1.410e+00	6.080e-02	4.227e-01	6.422e-03	9.136e+00	2.975e-01	8.572e+00	3.042e-01	-3.047e-01	8.379e-03	5.924e-01	1.575e-02
2.0	173	1.435e+00	5.948e-02	4.272e-01	6.002e-03	9.264e+00	2.937e-01	8.683e+00	2.904e-01	-3.113e-01	8.868e-03	6.005e-01	1.569e-02
2.0	174	1.460e+00	6.195e-02	4.315e-01	5.569e-03	9.389e+00	3.089e-01	8.792e+00	2.967e-01	-3.183e-01	8.943e-03	6.083e-01	1.759e-02
2.0	175	1.485e+00	6.268e-02	4.357e-01	5.208e-03	9.511e+00	3.157e-01	8.898e+00	2.992e-01	-3.255e-01	8.365e-03	6.159e-01	1.827e-02
2.0	176	1.509e+00	5.675e-02	4.398e-01	4.914e-03	9.632e+00	2.924e-01	9.002e+00	2.768e-01	-3.328e-01	7.836e-03	6.233e-01	1.846e-02
2.0	177	1.534e+00	4.883e-02	4.439e-01	4.644e-03	9.750e+00	2.611e-01	9.104e+00	2.510e-01	-3.401e-01	8.004e-03	6.305e-01	2.010e-02
2.0	178	1.559e+00	4.731e-02	4.478e-01	4.442e-03	9.866e+00	2.551e-01	9.203e+00	2.529e-01	-3.470e-01	8.567e-03	6.375e-01	2.177e-02
2.0	179	1.583e+00	5.366e-02	4.516e-01	4.383e-03	9.979e+00	2.764e-01	9.299e+00	2.793e-01	-3.534e-01	8.614e-03	6.446e-01	2.114e-02
2.0	180	1.608e+00	6.018e-02	4.554e-01	4.424e-03	1.009e+01	2.914e-01	9.393e+00	2.956e-01	-3.592e-01	7.867e-03	6.515e-01	2.001e-02
2.0	181	1.631e+00	6.089e-02	4.590e-01	4.396e-03	1.020e+01	2.729e-01	9.483e+00	2.770e-01	-3.644e-01	7.286e-03	6.585e-01	2.076e-02
2.0	182	1.655e+00	5.823e-02	4.626e-01	4.198e-03	1.030e+01	2.387e-01	9.571e+00	2.434e-01	-3.694e-01	7.835e-03	6.655e-01	2.158e-02
2.0	183	1.679e+00	5.673e-02	4.661e-01	3.934e-03	1.040e+01	2.234e-01	9.656e+00	2.298e-01	-3.744e-01	9.154e-03	6.725e-01	1.956e-02
2.0	184	1.703e+00	5.781e-02	4.696e-01	3.737e-03	1.050e+01	2.399e-01	9.738e+00	2.470e-01	-3.796e-01	1.004e-02	6.794e-01	1.710e-02
2.0	185	1.728e+00	5.834e-02	4.729e-01	3.651e-03	1.060e+01	2.619e-01	9.818e+00	2.672e-01	-3.852e-01	9.763e-03	6.859e-01	1.847e-02
2.0	186	1.753e+00	5.507e-02	4.762e-01	3.624e-03	1.070e+01	2.652e-01	9.894e+00	2.667e-01	-3.911e-01	8.764e-03	6.919e-01	2.223e-02
2.0	187	1.779e+00	5.120e-02	4.794e-01	3.632e-03	1.079e+01	2.620e-01	9.969e+00	2.607e-01	-3.970e-01	7.823e-03	6.972e-01	2.416e-02
2.0	188	1.805e+00	5.099e-02	4.826e-01	3.720e-03	1.088e+01	2.690e-01	1.004e+01	2.688e-01	-4.029e-01	7.561e-03	7.021e-01	2.345e-02
2.0	189	1.831e+00	5.411e-02	4.856e-01	3.869e-03	1.097e+01	2.824e-01	1.011e+01	2.859e-01	-4.086e-01	7.852e-03	7.065e-01	2.088e-02
2.0	190	1.856e+00	5.586e-02	4.887e-01	3.971e-03	1.106e+01	2.810e-01	1.018e+01	2.876e-01	-4.140e-01	8.154e-03	7.107e-01	1.769e-02
2.0	191	1.881e+00	5.305e-02	4.916e-01	3.968e-03	1.115e+01	2.529e-01	1.025e+01	2.594e-01	-4.191e-01	8.214e-03	7.147e-01	1.521e-02
2.0	192	1.905e+00	4.953e-02	4.945e-01	3.954e-03	1.123e+01	2.274e-01	1.032e+01	2.317e-01	-4.240e-01	8.040e-03	7.189e-01	1.413e-02
2.0	193	1.928e+00	5.016e-02	4.974e-01	4.008e-03	1.132e+01	2.376e-01	1.038e+01	2.409e-01	-4.287e-01	7.762e-03	7.232e-01	1.367e-02
2.0	194	1.950e+00	5.416e-02	5.002e-01	4.074e-03	1.140e+01	2.723e-01	1.045e+01	2.772e-01	-4.331e-01	7.542e-03	7.279e-01	1.260e-02
2.0	195	1.972e+00	5.595e-02	5.029e-01	4.017e-03	1.147e+01	2.916e-01	1.051e+01	2.984e-01	-4.373e-01	7.502e-03	7.328e-01	1.157e-02
2.0	196	1.993e+00	5.177e-02	5.056e-01	3.836e-03	1.154e+01	2.742e-01	1.056e+01	2.807e-01	-4.414e-01	7.650e-03	7.379e-01	1.175e-02
2.0	197	2.014e+00	4.598e-02	5.082e-01	3.661e-03	1.161e+01	2.484e-01	1.061e+01	2.512e-01	-4.453e-01	7.867e-03	7.430e-01	1.214e-02
2.0	198	2.034e+00	4.526e-02	5.108e-01	3.560e-03	1.168e+01	2.525e-01	1.067e+01	2.492e-01	-4.490e-01	7.972e-03	7.479e-01	1.131e-02
2.0	199	2.055e+00	5.029e-02	5.134e-01	3.492e-03	1.175e+01	2.854e-01	1.072e+01	2.776e-01	-4.526e-01	7.862e-03	7.526e-01	1.035e-02
2.0	200	2.076e+00	5.478e-02	5.159e-01	3.455e-03	1.181e+01	3.099e-01	1.077e+01	2.997e-01	-4.561e-01	7.647e-03	7.573e-01	1.062e-02
2.0	201	2.099e+00	5.396e-02	5.183e-01	3.531e-03	1.189e+01	3.008e-01	1.083e+01	2.896e-01	-4.595e-01	7.510e-03	7.618e-01	1.147e-02
2.0	202	2.121e+00	5.085e-02	5.207e-01	3.686e-03	1.196e+01	2.798e-01	1.088e+01	2.702e-01	-4.628e-01	7.613e-03	7.663e-01	1.171e-02
2.0	203	2.144e+00	5.013e-02	5.231e-01	3.753e-03	1.204e+01	2.782e-01	1.094e+01	2.740e-01	-4.660e-01	8.013e-03	7.707e-01	1.120e-02
2.0	204	2.167e+00	5.246e-02	5.255e-01	3.670e-03	1.212e+01	2.990e-01	1.100e+01	3.017e-01	-4.691e-01	8.621e-03	7.751e-01	1.031e-02
2.0	205	2.189e+00	5.378e-02	5.277e-01	3.563e-03	1.220e+01	3.136e-01	1.107e+01	3.219e-01	-4.721e-01	9.249e-03	7.794e-01	9.518e-03
2.0	206	2.211e+00	5.056e-02	5.300e-01	3.497e-03	1.228e+01	2.984e-01	1.113e+01	3.108e-01	-4.751e-01	9.685e-03	7.836e-01	9.115e-03
2.0	207	2.231e+00	4.605e-02	5.322e-01	3.393e-03	1.236e+01	2.707e-01	1.119e+01	2.864e-01	-4.781e-01	9.735e-03	7.878e-01	8.932e-03
2.0	208	2.252e+00	4.535e-02	5.344e-01	3.235e-03	1.244e+01	2.602e-01	1.126e+01	2.777e-01	-4.810e-01	9.368e-03	7.919e-01	8.530e-03
2.0	209	2.271e+00	4.906e-02	5.365e-01	3.154e-03	1.251e+01	2.735e-01	1.132e+01	2.908e-01	-4.839e-01	8.722e-03	7.959e-01	7.949e-03
2.0	210	2.291e+00	5.236e-02	5.386e-01	3.164e-03	1.259e+01	2.847e-01	1.137e+01	3.015e-01	-4.867e-01	7.988e-03	7.998e-01	7.651e-03
2.0	211	2.311e+00	5.111e-02	5.407e-01	3.109e-03	1.266e+01	2.695e-01	1.143e+01	2.859e-01	-4.894e-01	7.375e-03	8.036e-01	8.012e-03
2.0	212	2.331e+00	4.763e-02	5.427e-01	2.968e-03	1.272e+01	2.431e-01	1.147e+01	2.582e-01	-4.921e-01	7.053e-03	8.074e-01	8.902e-03
2.0	213	2.351e+00	4.625e-02	5.447e-01	2.885e-03	1.278e+01	2.334e-01	1.151e+01	2.449e-01	-4.948e-01	7.055e-03	8.110e-01	9.789e-03
2.0	214	2.371e+00	4.857e-02	5.466e-01	2.884e-03	1.283e+01	2.472e-01	1.155e+01	2.541e-01	-4.974e-01	7.248e-03	8.146e-01	1.013e-02
2.0	215	2.392e+00	5.192e-02	5.485e-01	2.844e-03	1.287e+01	2.614e-01	1.158e+01	2.652e-01	-4.999e-01	7.411e-03	8.180e-01	9.848e-03
2.0	216	2.412e+00	5.323e-02	5.504e-01	2.764e-03	1.291e+01	2.548e-01	1.160e+01	2.575e-01	-5.023e-01	7.416e-03	8.214e-01	9.388e-03
2.0	217	2.433e+00	5.341e-02	5.522e-01	2.703e-03	1.295e+01	2.396e-01	1.162e+01	2.420e-01	-5.046e-01	7.308e-03	8.246e-01	9.233e-03
2.0	218	2.453e+00	5.400e-02	5.539e-01	2.644e-03	1.298e+01	2.361e-01	1.164e+01	2.380e-01	-5.069e-01	7.186e-03	8.278e-01	9.533e-03
2.0	219	2.472e+00	5.463e-02	5.556e-01	2.592e-03	1.302e+01	2.468e-01	1.166e+01	2.466e-01	-5.090e-01	7.132e-03	8.309e-01	9.959e-03
2.0	220	2.491e+00	5.330e-02	5.573e-01	2.627e-03	1.306e+01	2.526e-01	1.168e+01	2.486e-01	-5.111e-01	7.161e-03	8.339e-01	9.979e-03
2.0	221	2.509e+00	4.914e-02	5.589e-01	2.694e-03	1.311e+01	2.381e-01	1.172e+01	2.290e-01	-5.130e-01	7.214e-03	8.369e-01	9.455e-03
2.0	222	2.527e+00	4.616e-02	5.605e-01	2.657e-03	1.316e+01	2.188e-01	1.176e+01	2.057e-01	-5.148e-01	7.178e-03	8.397e-01	8.854e-03
2.0	223	2.544e+00	4.790e-02	5.621e-01	2.616e-03	1.322e+01	2.180e-01	1.180e+01	2.055e-01	-5.164e-01	6.958e-03	8.425e-01	8.683e-03
2.0	224	2.562e+00	5.251e-02	5.636e-01	2.694e-03	1.328e+01	2.361e-01	1.185e+01	2.282e-01	-5.179e-01	6.632e-03	8.453e-01	8.999e-03
2.0	225	2.580e+00	5.487e-02	5.650e-01	2.763e-03	1.335e+01	2.502e-01	1.190e+01	2.469e-01	-5.193e-01	6.448e-03	8.479e-01	9.305e-03
2.0	226	2.599e+00	5.216e-02	5.664e-01	2.707e-03	1.341e+01	2.430e-01	1.194e+01	2.427e-01	-5.207e-01	6.625e-03	8.506e-01	8.995e-03
2.0	227	2.618e+00	4.828e-02	5.678e-01	2.659e-03	1.347e+01	2.298e-01	1.199e+01	2.318e-01	-5.219e-01	7.197e-03	8.531e-01	8.189e-03
2.0	228	2.638e+00	4.833e-02	5.691e-01	2.649e-03	1.353e+01	2.301e-01	1.203e+01	2.338e-01	-5.232e-01	7.991e-03	8.556e-01	7.652e-03
2.0	229	2.658e+00	5.237e-02	5.704e-01	2.589e-03	1.358e+01	2.427e-01	1.206e+01	2.470e-01	-5.244e-01	8.760e-03	8.581e-01	7.945e-03
2.0	230	2.677e+00	5.547e-02	5.716e-01	2.577e-03	1.363e+01	2.469e-01	1.209e+01	2.501e-01	-5.256e-01	9.283e-03	8.605e-01	8.751e-03
2.0	231	2.696e+00	5.407e-02	5.728e-01	2.681e-03	1.366e+01	2.283e-01	1.211e+01	2.290e-01	-5.269e-01	9.434e-03	8.629e-01	9.231e-03
2.0	232	2.714e+00	5.134e-02	5.740e-01	2.740e-03	1.370e+01	2.066e-01	1.213e+01	2.050e-01	-5.282e-01	9.313e-03	8.652e-01	9.012e-03
2.0	233	2.731e+00	5.155e-02	5.751e-01	2.642e-03	1.373e+01	2.088e-01	1.215e+01	2.074e-01	-5.295e-01	9.143e-03	8.675e-01	8.596e-03
2.0	234	2.748e+00	5.474e-02	5.761e-01	2.504e-03	1.376e+01	2.325e-01	1.217e+01	2.335e-01	-5.309e-01	9.110e-03	8.697e-01	8.599e-03
2.0	235	2.764e+00	5.675e-02	5.772e-01	2.431e-03	1.380e+01	2.491e-01	1.219e+01	2.520e-01	-5.324e-01	9.279e-03	8.719e-01	9.111e-03
2.0	236	2.779e+00	5.444e-02	5.782e-01	2.425e-03	1.385e+01	2.401e-01	1.223e+01	2.434e-01	-5.339e-01	9.571e-03	8.739e-01	9.592e-03
2.0	237	2.794e+00	5.109e-02	5.792e-01	2.466e-03	1.391e+01	2.239e-01	1.227e+01	2.270e-01	-5.354e-01	9.812e-03	8.759e-01	9.554e-03
2.0	238	2.809e+00	5.114e-02	5.801e-01	2.536e-03	1.397e+01	2.247e-01	1.232e+01	2.285e-01	-5.370e-01	9.812e-03	8.778e-01	9.219e-03
2.0	239	2.824e+00	5.470e-02	5.811e-01	2.574e-03	1.403e+01	2.422e-01	1.236e+01	2.472e-01	-5.387e-01	9.473e-03	8.796e-01	9.081e-03
2.0	240	2.839e+00	5.742e-02	5.819e-01	2.566e-03	1.408e+01	2.521e-01	1.240e+01	2.577e-01	-5.404e-01	8.934e-03	8.812e-01	9.393e-03
